Image,Label,Rights
urn:cite:hmt:vaimg.VA092RN_0093,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 92, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA093RN_0094,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 93, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA094RN_0095,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 94, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA095RN_0096,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 95, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA096RN_0097,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 96, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA097RN_0098,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 97, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA098RN_0099,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 98, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA099RN_0100,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 99, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA100RN_0101,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 100, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA101RN_0102,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 101, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA102RN_0103,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 102, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA103RN_0104,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 103, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA104RN_0105,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 104, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA105RN_0106,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 105, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA106RN_0107,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 106, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA107RN_0108,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 107, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA108RN_0109,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 108, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA109RN_0110,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 109, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA110RN_0111,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 110, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA111RN_0112,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 111, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA112RN_0113,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 112, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA113RN_0114,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 113, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA114RN_0115,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 114, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA115RN_0116,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 115, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA116RN_0117,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 116, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA117RN_0118,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 117, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA118RN_0119,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 118, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA119RN_0120,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 119, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA120RN_0121,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 120, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA121RN_0122,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 121, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA122RN_0123,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 122, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA123RN_0124,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 123, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA124RN_0125,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 124, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA125RN_0126,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 125, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA126RN_0127,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 126, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA127RN_0128,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 127, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA128RN_0129,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 128, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA129RN_0130,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 129, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA130RN_0131,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 130, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA131RN_0132,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 131, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA132RN_0133,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 132, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA133RN_0134,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 133, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA134RN_0135,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 134, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA135RN_0136,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 135, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA136RN_0137,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 136, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA137RN_0138,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 137, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA138RN_0139,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 138, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA139RN_0140,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 139, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA140RN_0141,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 140, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA141RN_0142,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 141, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA142RN_0143,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 142, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA143RN_0144,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 143, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA144RN_0145,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 144, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA145RN_0146,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 145, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA146RN_0147,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 146, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA147RN_0148,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 147, recto.","This image was derived from an original ï©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ï¿½2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
